f0,Identifier:remoteCandidateId
f10042,Identifier:mozAnimationStartTime
f10043,ArrayExpression:integer
f10044,MemberExpression:hasAttribute
f10045,MemberExpression:copyTexImage2D
f10046,VariableDeclarator:frameRate
f10047,AssignmentExpression:IntersectionObserverEntry
f10048,BinaryExpression:OES_texture_float_linear
f10049,ArrowFunctionExpression:link
f10050,Identifier:whatToShow
f10051,Literal:success
f10052,Property:cardSecurityCode
f10053,Property:nowrap
f10054,VariableDeclarator:scroll
f10055,Identifier:getDevices
f10056,ReturnStatement:scripts
f10057,BinaryExpression:sendMessage
f10058,Property:encrypted
f10059,Literal:getTracks
f10060,Literal:mozFullScreenEnabled
f10061,BinaryExpression:connect
f10062,LogicalExpression:locked
f10063,ConditionalExpression:rowSpan
f10064,Identifier:sourceBuffer
f10065,ForInStatement:register
f10066,Identifier:getQuery
f10067,Identifier:load
f10068,CallExpression:webkitdirectory
f10069,ArrayExpression:strokeStyle
f10070,Literal:stalled
f10071,AssignmentExpression:vertical
f10072,LogicalExpression:required
f10073,MemberExpression:before
f10074,FunctionDeclaration:sorted
f10075,ArrowFunctionExpression:mode
f10076,Identifier:encodings
f10077,ReturnStatement:security
f10078,SequenceExpression:url
f10079,Property:onwebkittransitionend
f10080,ConditionalExpression:ch
f10081,Identifier:SourceBufferList
f10082,CallExpression:filesystem
f10083,Property:MediaKeySystemAccess
f10084,Identifier:setStdDeviation
f10085,Property:negative
f10086,Identifier:parseFromString
f10087,BinaryExpression:EventSource
f10088,VariableDeclarator:record
f10089,CallExpression:createSession
f10090,FunctionDeclaration:supports
f10091,Identifier:mozGetUserMedia
f10092,LogicalExpression:constructor
f10093,Property:scrollHeight
f10094,Identifier:onmousedown
f10095,VariableDeclarator:read
f10096,BinaryExpression:valueType
f10097,Identifier:respondWith
f10098,ReturnStatement:paymentMethod
f10099,VariableDeclarator:installing
f10100,LogicalExpression:scheme
f10101,CallExpression:uniform1fv
f10102,VariableDeclarator:length
f10103,Property:voiceURI
f10104,ConditionalExpression:save
f10105,Literal:xMinYMin
f10106,Property:CDATA_SECTION_NODE
f10107,FunctionExpression:createRange
f10108,NewExpression:radio
f10109,CallExpression:getSenders
f10110,UnaryExpression:newValue
f10111,Property:WebVR
f10112,MemberExpression:leftBounds
f10113,AssignmentExpression:rp
f10114,MemberExpression:inputBuffer
f10115,LogicalExpression:content
f10116,Identifier:totalTaskCount
f10117,ReturnStatement:REGION
f10118,Literal:colSpan
f10119,MemberExpression:RTCTrackEvent
f10120,BinaryExpression:altitude
f10121,FunctionDeclaration:formAction
f10122,MemberExpression:ry
f10123,ConditionalExpression:Crypto
f10124,UnaryExpression:events
f10125,VariableDeclarator:systemLanguage
f10126,VariableDeclarator:pulse
f10127,ArrayExpression:buttons
f10128,MemberExpression:sizeToContent
f10129,ArrayExpression:getTexParameter
f10130,ConditionalExpression:cm
f10131,MemberExpression:requestsReceived
f10132,BinaryExpression:selectstart
f10133,UnaryExpression:subtree
f10134,VariableDeclarator:instanceof
f10135,LogicalExpression:typeName
f10136,Identifier:javaEnabled
f10137,BinaryExpression:toJSON
f10138,Literal:persist
f10139,MemberExpression:containerSrc
f10140,UnaryExpression:void
f10141,MethodDefinition:offsetTop
f10142,SwitchCase:history
f10143,ArrayExpression:RTCRtpSender
f10144,FunctionDeclaration:cache
f10145,ArrayExpression:backward
f10146,FunctionDeclaration:dispatchEvent
f10147,TemplateLiteral:foo
f10148,MemberExpression:idName
f10149,Property:handleIntersect
f10150,Property:DataTransferItemList
f10151,UpdateExpression:prefix
f10152,LogicalExpression:isSupported
f10153,AssignmentExpression:innerText
f10154,VariableDeclarator:aborted
f10155,MethodDefinition:getBounds
f10156,IfStatement:stop
f10157,Literal:port1
f10158,Property:SVGFEDiffuseLightingElement
f10159,Identifier:wholeText
f10160,IfStatement:performance
f10161,IfStatement:tabIndex
f10162,LogicalExpression:hashchange
f10163,NewExpression:platform
f10164,Literal:KeyOperation
f10165,MethodDefinition:getTracks
f10166,LogicalExpression:timeStamp
f10167,Property:offsetNode
f10168,AssignmentExpression:upgrade
f10169,UnaryExpression:overflow
f10170,FunctionDeclaration:setCustomValidity
f10171,MemberExpression:innerHeight
f10172,Identifier:close
f10173,FunctionDeclaration:insertRule
f10174,Literal:checkFramebufferStatus
f10175,ArrayExpression:plugins
f10176,IfStatement:px
f10177,LogicalExpression:items
f10178,ReturnStatement:outerWidth
f10179,SwitchStatement:protocol
f10180,Literal:dirName
f10181,FunctionExpression:getParent
f10182,Property:featureSettings
f10183,Identifier:getUserData
f10184,ArrayExpression:replace
f10185,Property:mozCancelFullScreen
f10186,NewExpression:locale
f10187,FunctionDeclaration:matrix
f10188,MemberExpression:clearParameters
f10189,FunctionDeclaration:equals
f10190,SwitchCase:NodeList
f10191,UpdateExpression:multiple
f10192,LogicalExpression:sidebar
f10193,ConditionalExpression:writeln
f10194,CallExpression:reversed
f10195,LogicalExpression:resultType
f10196,SwitchCase:exportKey
f10197,ReturnStatement:Int32Array
f10198,IfStatement:milliseconds
f10199,BinaryExpression:setTimeout
f10200,Literal:SVGAElement
f10201,MemberExpression:vertexAttrib4f
f10202,Property:domainLookupEnd
f10203,NewExpression:parentNode
f10204,CallExpression:role
f10205,CallExpression:offsetY
f10206,SwitchStatement:hostname
f10207,AssignmentExpression:pitch
f10208,ForInStatement:base
f10209,Literal:sendMessage
f10210,ConditionalExpression:onmouseout
f10211,NewExpression:gamepad
f10212,ConditionalExpression:moz
f10213,IfStatement:argument
f10214,UnaryExpression:silent
f10215,Literal:force
f10216,Literal:mozRequestAnimationFrame
f10217,AssignmentExpression:scrollBy
f10218,CallExpression:WEBGL_compressed_texture_etc
f10219,Property:storeNames
f10220,AssignmentExpression:History
f10221,ArrayExpression:QueryInterface
f10222,Property:HTMLHRElement
f10223,VariableDeclarator:salt
f10224,CatchClause:gl
f10225,Property:methodData
f10226,ConditionalExpression:transitionend
f10227,SwitchCase:valign
f10228,Property:setAttributeNS
f10229,MemberExpression:readyState
f10230,Literal:gathering
f10231,ReturnStatement:maxMessageSize
f10232,IfStatement:prototype
f10233,Property:WebGLProgram
f10234,Identifier:bindBuffer
f10235,UnaryExpression:download
f10236,AssignmentExpression:cssFloat
f10237,AssignmentExpression:fy
f10238,Property:register
f10239,VariableDeclarator:subscriptionId
f10240,ReturnStatement:rect
f10241,BinaryExpression:msSaveBlob
f10242,Identifier:btoa
f10243,Property:iceRestart
f10244,Literal:go
f10245,AssignmentExpression:notify
f10246,Property:onloadend
f10247,BinaryExpression:observe
f10248,AssignmentExpression:task
f10249,ArrayExpression:clearResourceTimings
f10250,Identifier:createMediaStreamDestination
f10251,Property:removeAttributeNS
f10252,CallExpression:video
f10253,ArrayExpression:m32
f10254,UnaryExpression:activate
f10255,VariableDeclarator:deadline
f10256,AssignmentExpression:appName
f10257,MemberExpression:setEnd
f10258,MemberExpression:grabFrame
f10259,UnaryExpression:regions
f10260,AssignmentExpression:toggle
f10261,SwitchCase:writeln
f10262,LogicalExpression:unmute
f10263,Identifier:isContentEditable
f10264,IfStatement:component
f10265,AssignmentExpression:cache
f10266,ArrayExpression:TextTrackCue
f10267,LogicalExpression:HTMLCanvasElement
f10268,MemberExpression:INVALID_CHARACTER_ERR
f10269,SwitchStatement:contentType
f10270,LogicalExpression:CSSRuleList
f10271,Literal:addRule
f10272,ConditionalExpression:parameters
f10273,TemplateLiteral:number
f10274,AssignmentExpression:src
f10275,MemberExpression:px
f10276,CallExpression:clipPathUnits
f10277,ArrayExpression:ELEMENT_NODE
f10278,AssignmentExpression:expires
f10279,CallExpression:MSCandidateWindowHide
f10280,Property:wmin
f10281,SwitchCase:Console
f10282,ArrayExpression:noValidate
f10283,ArrayExpression:lowerBound
f10284,Identifier:HTMLHeadingElement
f10285,AssignmentExpression:oncomplete
f10286,BinaryExpression:operator
f10287,AssignmentExpression:x2
f10288,CallExpression:srcdoc
f10289,ForInStatement:cm
f10290,BinaryExpression:attributeStyleMap
f10291,Identifier:port
f10292,AssignmentExpression:originalTarget
f10293,ReturnStatement:minLength
f10294,ConditionalExpression:disposition
f10295,BinaryExpression:pointerdown
f10296,VariableDeclarator:mouseout
f10297,UpdateExpression:length
f10298,MemberExpression:touchmove
f10299,MemberExpression:domainLookupEnd
f10300,CallExpression:wasClean
f10301,Identifier:createQuery
f10302,MemberExpression:accept_languages
f10303,UpdateExpression:target
f10304,MemberExpression:candidateType
f10305,ConditionalExpression:video
f10306,LogicalExpression:custom
f10307,UnaryExpression:x2
f10308,SwitchStatement:fill
f10309,VariableDeclarator:unionpay
f10310,Property:verify
f10311,NewExpression:username
f10312,AssignmentExpression:brightness
f10313,ReturnStatement:stringValue
f10314,Literal:DATA_ERR
f10315,FunctionExpression:claim
f10316,MemberExpression:OES_standard_derivatives
f10317,Literal:ondragover
f10318,FunctionDeclaration:InvalidCharacterError
f10319,MemberExpression:MAX
f10320,FunctionDeclaration:replaceChild
f10321,Identifier:downDegrees
f10322,Literal:illuminance
f10323,Identifier:PromiseResolver
f10324,FunctionExpression:contextmenu
f10325,SequenceExpression:connection
f10326,ArrayExpression:rotate
f10327,Property:oncomplete
f10328,IfStatement:aspectRatio
f10329,CallExpression:butt
f10330,UnaryExpression:finished
f10331,CallExpression:transition
f10332,Identifier:scripts
f10333,CallExpression:requestAnimationFrame
f10334,Literal:codecs
f10335,Property:SVGAnimatedPoints
f10336,ArrayExpression:0xf0
f10337,ArrayExpression:storageManager
f10338,Literal:attr
f10339,Identifier:SRGB8
f10340,VariableDeclarator:headers
f10341,CallExpression:maximumAge
f10342,FunctionExpression:measure
f10343,MemberExpression:inputs
f10344,FunctionDeclaration:center
f10345,MemberExpression:surroundContents
f10346,CallExpression:playbackState
f10347,Literal:worker
f10348,IfStatement:HTMLElement
f10349,LogicalExpression:match
f10350,UnaryExpression:up
f10351,ReturnStatement:ResizeObserverEntry
f10352,AssignmentExpression:dragenter
f10353,LogicalExpression:cursor
f10354,MemberExpression:down
f10355,ArrayExpression:getNotifications
f10356,IfStatement:invalid
f10357,CallExpression:candidateType
f10358,IfStatement:oncomplete
f10359,Literal:getDisplayMedia
f10360,ConditionalExpression:input
f10361,CallExpression:getElementsByTagNameNS
f10362,Property:InstallEvent
f10363,VariableDeclarator:endQuery
f10364,ArrayExpression:jcb
f10365,FunctionDeclaration:doctype
f10366,AssignmentExpression:browserLanguage
f10367,SequenceExpression:inactive
f10368,Property:Array
f10369,Property:appearance
f10370,Property:SVGAltGlyphDefElement
f10371,Identifier:getAsFile
f10372,Identifier:connection
f10373,NewExpression:transitionend
f10374,Identifier:reportValidity
f10375,LogicalExpression:version
f10376,MemberExpression:replaceData
f10377,MemberExpression:inactive
f10378,SwitchCase:isId
f10379,Literal:onscroll
f10380,Property:\n
f10381,Literal:generateCertificate
f10382,Literal:CharacterData
f10383,FunctionDeclaration:localStorage
f10384,ArrayExpression:if
f10385,NewExpression:any
f10386,MemberExpression:for
f10387,MemberExpression:CharacterData
f10388,ConditionalExpression:WebKitCSSMatrix
f10389,CallExpression:HTMLSourceElement
f10390,ArrayExpression:CM
f10391,ArrayExpression:iterations
f10392,ForInStatement:buttons
f10393,VariableDeclarator:example
f10394,FunctionExpression:submit
f10395,NewExpression:delay
f10396,MemberExpression:RTCDTMFSender
f10397,VariableDeclarator:isFinal
f10398,ArrayExpression:onmousedown
f10399,SwitchCase:pause
f10400,AssignmentExpression:assign
f10401,MethodDefinition:username
f10402,BinaryExpression:getParameter
f10403,ArrayExpression:internalSubset
f10404,Property:pointsOfInterest
f10405,IfStatement:port
f10406,LogicalExpression:currentState
f10407,ArrowFunctionExpression:languageCode
f10408,FunctionDeclaration:NamedNodeMap
f10409,Identifier:ArrayBufferView
f10410,VariableDeclarator:mousewheel
f10411,Literal:MediaError
f10412,IfStatement:started
f10413,ArrayExpression:dragexit
f10414,Identifier:SVGFEMergeNodeElement
f10415,Property:fftSize
f10416,BinaryExpression:getBoundingClientRect
f10417,SwitchCase:rules
f10418,Literal:domContentLoadedEventEnd
f10419,NewExpression:MediaRecorder
f10420,Identifier:truncate
f10421,AssignmentExpression:isIntersecting
f10422,CallExpression:dpi
f10423,UnaryExpression:navigate
f10424,ArrayExpression:animation
f10425,FunctionDeclaration:unlock
f10426,IfStatement:success
f10427,Identifier:SVGFEDistantLightElement
f10428,MemberExpression:stepUp
f10429,AssignmentExpression:canvas
f10430,UpdateExpression:cx
f10431,AssignmentExpression:offset
f10432,ConditionalExpression:encrypted
f10433,MemberExpression:MediaMetadata
f10434,MemberExpression:MIN_EXT
f10435,ArrayExpression:sourceFile
f10436,MemberExpression:scale3d
f10437,AssignmentExpression:flush
f10438,Property:effectAllowed
f10439,UnaryExpression:provider
f10440,Literal:keyCode
f10441,Literal:cssText
f10442,Literal:rtl
f10443,MemberExpression:createEvent
f10444,SequenceExpression:performance
f10445,ArrowFunctionExpression:cookie
f10446,SwitchCase:hint
f10447,SwitchCase:formData
f10448,MemberExpression:drop
f10449,ArrayExpression:KeyboardEvent
f10450,MemberExpression:releaseCapture
f10451,BinaryExpression:Int32Array
f10452,UnaryExpression:stringValue
f10453,VariableDeclarator:languages
f10454,Literal:manipulation
f10455,Identifier:xul
f10456,FunctionDeclaration:autofocus
f10457,LogicalExpression:media
f10458,UnaryExpression:sub
f10459,Property:byteOffset
f10460,Identifier:shadowColor
f10461,Identifier:delay
f10462,Identifier:getCounterValue
f10463,Identifier:COMPRESSED_RGBA_PVRTC_2BPPV1_IMG
f10464,CallExpression:boundingClientRect
f10465,CallExpression:ProgressEvent
f10466,VariableDeclarator:handle
f10467,Identifier:IDBIndex
f10468,CallExpression:contentType
f10469,AssignmentExpression:now
f10470,VariableDeclarator:channels
f10471,BinaryExpression:namespaceURI
f10472,SwitchStatement:label
f10473,FunctionDeclaration:EntityReference
f10474,MemberExpression:ondevicelight
f10475,Identifier:Math
f10476,MemberExpression:vertexShader
f10477,CallExpression:relay
f10478,MemberExpression:desiredSize
f10479,LogicalExpression:eventHandler
f10480,CallExpression:BroadcastChannel
f10481,LogicalExpression:Position
f10482,ReturnStatement:localName
f10483,Property:threshold
f10484,ConditionalExpression:XMLHttpRequest
f10485,Property:cellIndex
f10486,Identifier:ExtendableMessageEvent
f10487,Literal:bindRenderbuffer
f10488,FunctionDeclaration:long
f10489,Literal:surfaceScale
f10490,IfStatement:gl
f10491,VariableDeclarator:VideoTrackList
f10492,Identifier:CSSRule
f10493,ArrayExpression:createProgram
f10494,VariableDeclarator:charging
f10495,Literal:zoomAndPan
f10496,Identifier:DOM_DELTA_LINE
f10497,FunctionDeclaration:createElementNS
f10498,Identifier:ping
f10499,VariableDeclarator:sourceopen
f10500,IfStatement:isComposing
f10501,ArrayExpression:parseFromString
f10502,IfStatement:release
f10503,BinaryExpression:NEXT
f10504,UnaryExpression:gl
f10505,SwitchCase:dragend
f10506,FunctionDeclaration:m41
f10507,CallExpression:resourcetimingbufferfull
f10508,Property:filterNumber
f10509,FunctionExpression:unlock
f10510,Identifier:deleteTransformFeedback
f10511,CallExpression:redundant
f10512,ArrayExpression:groupCollapsed
f10513,SwitchCase:latency
f10514,Identifier:areas
f10515,ConditionalExpression:actions
f10516,VariableDeclarator:menubar
f10517,SequenceExpression:finished
f10518,LogicalExpression:default
f10519,Literal:stretch
f10520,ConditionalExpression:drawArraysInstancedANGLE
f10521,Literal:contains
f10522,BinaryExpression:dragleave
f10523,Property:SVGFEPointLightElement
f10524,Identifier:SVGGraphicsElement
f10525,IfStatement:domain
f10526,CallExpression:handler
f10527,AssignmentExpression:activated
f10528,MemberExpression:encodings
f10529,Literal:matrixTransform
f10530,VariableDeclarator:NONE
f10531,ReturnStatement:video
f10532,MemberExpression:SVGPathSegLinetoHorizontalAbs
f10533,BinaryExpression:animation
f10534,UnaryExpression:find
f10535,UpdateExpression:nonce
f10536,MemberExpression:onresize
f10537,BinaryExpression:boundary
f10538,Property:lastRequestTimestamp
f10539,MemberExpression:getFrequencyResponse
f10540,Literal:suffixes
f10541,ArrayExpression:getUniformLocation
f10542,UpdateExpression:stop
f10543,Property:HTMLBRElement
f10544,MemberExpression:NodeList
f10545,ReturnStatement:city
f10546,CallExpression:NavigatorGeolocation
f10547,Property:isContentEditable
f10548,Property:SHOW_DOCUMENT
f10549,BinaryExpression:channel
f10550,AssignmentExpression:displayId
f10551,CallExpression:consentRequestsSent
f10552,ArrayExpression:dblclick
f10553,Property:resource
f10554,Literal:name
f10555,Identifier:CSSKeyframeRule
f10556,VariableDeclarator:getShaderPrecisionFormat
f10557,ArrayExpression:afterscriptexecute
f10558,CallExpression:oncanplaythrough
f10559,SwitchCase:ctx
f10560,LogicalExpression:currentTransform
f10561,Property:InstallTrigger
f10562,Literal:slot
f10563,Property:sizes
f10564,Property:TextEncoder
f10565,Literal:frontFace
f10566,FunctionExpression:videoHeight
f10567,UnaryExpression:PromiseRejectionEvent
f10568,ConditionalExpression:currentScript
f10569,AssignmentExpression:muted
f10570,Literal:MediaKeySession
f10571,CallExpression:gatt
f10572,AssignmentExpression:InvalidAccessError
f10573,SwitchStatement:detail
f10574,FunctionExpression:getState
f10575,MemberExpression:uniform3f
f10576,ConditionalExpression:onmouseup
f10577,VariableDeclarator:terminate
f10578,NewExpression:DragEvent
f10579,MemberExpression:importStylesheet
f10580,MemberExpression:mozTextStyle
f10581,AssignmentPattern:force
f10582,Literal:ctx
f10583,BinaryExpression:percent
f10584,NewExpression:Media
f10585,ConditionalExpression:success
f10586,ConditionalExpression:never
f10587,LogicalExpression:strokeStyle
f10588,UnaryExpression:HTMLScriptElement
f10589,Literal:NotFoundError
f10590,MethodDefinition:query
f10591,CallExpression:RGBColor
f10592,Property:activeCues
f10593,SwitchCase:caller
f10594,AssignmentExpression:setAttribute
f10595,MemberExpression:boolean
f10596,MemberExpression:initStorageEvent
f10597,Literal:RTCIceTransport
f10598,Literal:bindVertexArray
f10599,ConditionalExpression:detachEvent
f10600,Property:charset
f10601,CatchClause:ch
f10602,BinaryExpression:th
f10603,MemberExpression:skewX
f10604,Identifier:currentStyle
f10605,VariableDeclarator:linkColor
f10606,UnaryExpression:bottom
f10607,CallExpression:sinkId
f10608,CallExpression:chargingTime
f10609,BinaryExpression:absolute
f10610,AssignmentExpression:lName
f10611,AssignmentExpression:handleEvent
f10612,CallExpression:valueOf
f10613,MethodDefinition:preload
f10614,MemberExpression:insertDTMF
f10615,BinaryExpression:nested
f10616,Property:requestPayerPhone
f10617,ConditionalExpression:onexit
f10618,BinaryExpression:count
f10619,AssignmentExpression:items
f10620,Identifier:var
f10621,Identifier:onspeechend
f10622,FunctionExpression:iframe
f10623,Literal:languages
f10624,MemberExpression:requestFrame
f10625,Property:startTime
f10626,LogicalExpression:mediaType
f10627,MemberExpression:SVGPathSegCurvetoCubicSmoothRel
f10628,AssignmentExpression:rid
f10629,MethodDefinition:scrollTo
f10630,ArrayExpression:lineJoin
f10631,UnaryExpression:double
f10632,CallExpression:showModalDialog
f10633,CallExpression:parameters
f10634,LogicalExpression:POST
f10635,Identifier:currentEvent
f10636,NewExpression:percent
f10637,Identifier:host
f10638,Identifier:tag
f10639,ArrayExpression:loadstart
f10640,FunctionExpression:confirm
f10641,LogicalExpression:void
f10642,UnaryExpression:readonly
f10643,FunctionDeclaration:up
f10644,BinaryExpression:detach
f10645,ForInStatement:clone
f10646,Literal:closed
f10647,VariableDeclarator:ontimeupdate
f10648,NewExpression:prompt
f10649,CallExpression:compositionupdate
f10650,IfStatement:isReload
f10651,NewExpression:collapse
f10652,LogicalExpression:Uint8ClampedArray
f10653,CallExpression:sample
f10654,BinaryExpression:textTrack
f10655,Identifier:ratio
f10656,ConditionalExpression:getComputedStyle
f10657,Property:AnimationPlayer
f10658,MemberExpression:collapseToStart
f10659,Identifier:paste
f10660,NewExpression:attributes
f10661,Literal:uniform4uiv
f10662,Identifier:elementFromPoint
f10663,LogicalExpression:dblclick
f10664,MemberExpression:preventBubble
f10665,IfStatement:then
f10666,VariableDeclarator:billingAddress
f10667,LogicalExpression:addEventListener
f10668,VariableDeclarator:success
f10669,MemberExpression:ServiceWorkerGlobalScope
f10670,ConditionalExpression:command
f10671,Property:SVGFilterPrimitiveStandardAttributes
f10672,ArrayExpression:DocumentFragment
f10673,CallExpression:hasAttributeNS
f10674,BinaryExpression:touchleave
f10675,ArrayExpression:EXT_sRGB
f10676,Identifier:endAngle
f10677,MemberExpression:dataTransfer
f10678,MemberExpression:systemLanguage
f10679,SwitchCase:mousewheel
f10680,AssignmentExpression:IN
f10681,Literal:console
f10682,FunctionExpression:apply
f10683,ReturnStatement:custom
f10684,Identifier:SVGCSSRule
f10685,UnaryExpression:milliseconds
f10686,MemberExpression:onerror
f10687,AssignmentExpression:sdp
f10688,ForInStatement:from
f10689,NewExpression:DOMRect
f10690,Identifier:listener
f10691,ReturnStatement:newName
f10692,Identifier:SVGFEConvolveMatrixElement
f10693,SwitchCase:item
f10694,SwitchCase:types
f10695,MemberExpression:ondrop
f10696,Literal:longDesc
f10697,TemplateLiteral:dir
f10698,AssignmentExpression:transmission
f10699,VariableDeclarator:parseFromString
f10700,FunctionExpression:metadata
f10701,ConditionalExpression:Animation
f10702,FunctionDeclaration:icon
f10703,NewExpression:InvalidStateError
f10704,SwitchCase:smooth
f10705,SequenceExpression:animation
f10706,AssignmentPattern:POST
f10707,ReturnStatement:left
f10708,ReturnStatement:Report
f10709,IfStatement:strokeRect
f10710,CallExpression:StorageEvent
f10711,BinaryExpression:oncopy
f10712,Literal:onwebkitanimationstart
f10713,CallExpression:billingAddress
f10714,SwitchCase:nested
f10715,VariableDeclarator:archive
f10716,VariableDeclarator:shape
f10717,Identifier:button
f10718,Property:PRESERVEASPECTRATIO
f10719,FunctionExpression:defaultPlaybackRate
f10720,AssignmentExpression:watch
f10721,NewExpression:connectionstatechange
f10722,Identifier:chunks
f10723,Property:BOOLEAN_TYPE
f10724,CallExpression:scrollY
f10725,MemberExpression:storageQuota
f10726,VariableDeclarator:taskList
f10727,SwitchCase:alpha
f10728,AssignmentExpression:requestsReceived
f10729,Literal:align
f10730,ReturnStatement:login
f10731,Property:enqueueTask
f10732,ThrowStatement:options
f10733,SwitchCase:fetch
f10734,Property:compareNode
f10735,ConditionalExpression:selectionchange
f10736,CallExpression:globalStorage
f10737,Property:cartebancaire
f10738,Identifier:CSSMediaRule
f10739,FunctionDeclaration:bubbles
f10740,MemberExpression:ontouchmove
f10741,FunctionExpression:getComputedStyle
f10742,ArrayExpression:Integer
f10743,Identifier:dateTime
f10744,Literal:connections
f10745,VariableDeclarator:mozilla
f10746,BinaryExpression:TextTrackList
f10747,Property:initKeyEvent
f10748,IfStatement:additionalData
f10749,MethodDefinition:storage
f10750,Literal:FileWriter
f10751,NewExpression:sessionStorage
f10752,Literal:domain
f10753,CallExpression:onkeydown
f10754,ArrayExpression:iso
f10755,Literal:cssFloat
f10756,ThrowStatement:ii
f10757,IfStatement:pt
f10758,ReturnStatement:BlobBuilder
f10759,Property:appVersion
f10760,CallExpression:msExitFullscreen
f10761,UnaryExpression:data
f10762,CallExpression:onaddstream
f10763,ArrayExpression:sessionStorage
f10764,NewExpression:TouchEvent
f10765,SwitchCase:mute
f10766,ReturnStatement:colSpan
f10767,Identifier:HTMLBaseElement
f10768,Identifier:USVString
f10769,AssignmentExpression:pageshow
f10770,AssignmentPattern:speed
f10771,AssignmentExpression:tagName
f10772,MemberExpression:useMap
f10773,SequenceExpression:passive
f10774,Literal:notify
f10775,Property:animatedInstanceRoot
f10776,ArrayExpression:radiogroup
f10777,ArrayExpression:shadowOffsetY
f10778,ConditionalExpression:strokeRect
f10779,BinaryExpression:lock
f10780,IfStatement:containerId
f10781,Identifier:__noSuchMethod__
f10782,SwitchStatement:display
f10783,UnaryExpression:relatedTarget
f10784,ConditionalExpression:visibilitychange
f10785,SwitchStatement:background
f10786,BinaryExpression:collapsed
f10787,SwitchStatement:point
f10788,SwitchCase:presentation
f10789,CallExpression:expiryYear
f10790,FunctionExpression:Cache
f10791,MemberExpression:entryTypes
f10792,FunctionDeclaration:WebAuth
f10793,SwitchStatement:state
f10794,Property:DragEvent
f10795,Property:getAnimations
f10796,CallExpression:picture
f10797,Identifier:kind
f10798,Property:onwaiting
f10799,IfStatement:accesskey
f10800,BinaryExpression:Array
f10801,FunctionExpression:fullScreen
f10802,ConditionalExpression:NodeList
f10803,ReturnStatement:artist
f10804,Identifier:Media
f10805,VariableDeclarator:total
f10806,Literal:erode
f10807,UnaryExpression:customElements
f10808,MemberExpression:MediaError
f10809,UnaryExpression:port
f10810,FunctionDeclaration:latency
f10811,SequenceExpression:URLSearchParams
f10812,Property:ancestorOrigins
f10813,Identifier:createQueryEXT
f10814,CallExpression:fy
f10815,FunctionExpression:confidence
f10816,IfStatement:defaultPrevented
f10817,Literal:results
f10818,MemberExpression:byobRequest
f10819,ConditionalExpression:region
f10820,UnaryExpression:end
f10821,FunctionExpression:m11
f10822,Literal:mediaKeys
f10823,Literal:marginWidth
f10824,VariableDeclarator:online
f10825,UnaryExpression:strings
f10826,MemberExpression:unwatch
f10827,MemberExpression:uniform1fv
f10828,ReturnStatement:navigation
f10829,ExpressionStatement:ActiveXObject
f10830,Identifier:copyTexSubImage2D
f10831,FunctionDeclaration:codec
f10832,ConditionalExpression:KeyboardEvent
f10833,ArrayExpression:NUMBER
f10834,MemberExpression:workerStart
f10835,AssignmentPattern:top
f10836,AssignmentExpression:clientY
f10837,BinaryExpression:Selection
f10838,Identifier:bindBufferRange
f10839,ArrayExpression:containerType
f10840,Property:knee
f10841,IfStatement:ping
f10842,ArrayExpression:region
f10843,ReturnStatement:action
f10844,AssignmentExpression:disposition
f10845,ReturnStatement:createRange
f10846,AssignmentExpression:userAgent
f10847,MemberExpression:loadEventStart
f10848,FunctionExpression:setProperty
f10849,Property:SVGExternalResourcesRequired
f10850,ArrayExpression:databases
f10851,FunctionExpression:registrations
f10852,FunctionExpression:MediaError
f10853,IfStatement:formTarget
f10854,CallExpression:formaction
f10855,Property:language
f10856,MemberExpression:TYPE_RELOAD
f10857,Property:HTMLMediaElement
f10858,NewExpression:element
f10859,UnaryExpression:MediaRecorder
f10860,ConditionalExpression:force
f10861,Property:SHOW_ATTRIBUTE
f10862,MemberExpression:XDomainRequest
f10863,Identifier:OfflineAudioCompletionEvent
f10864,MethodDefinition:channels
f10865,LogicalExpression:random
f10866,Identifier:createVertexArray
f10867,BinaryExpression:endOffset
f10868,NewExpression:videoWidth
f10869,MemberExpression:timestamp
f10870,Identifier:controller
f10871,FunctionDeclaration:JSON
f10872,IfStatement:lineCap
f10873,SwitchStatement:host
f10874,FunctionDeclaration:moveRight
f10875,ConditionalExpression:m32
f10876,FunctionDeclaration:title
f10877,MemberExpression:adoptNode
f10878,ArrayExpression:ownerDocument
f10879,ArrayExpression:NotReadableError
f10880,VariableDeclarator:bgColor
f10881,Identifier:cookie
f10882,FunctionExpression:unregister
f10883,LogicalExpression:scrolledToEnd
f10884,MemberExpression:shippingaddresschange
f10885,ConditionalExpression:isMap
f10886,Identifier:photoSettings
f10887,Literal:setLineJoin
f10888,FunctionExpression:grammars
f10889,SwitchCase:HMAC
f10890,CallExpression:scrollbars
f10891,SwitchCase:scope
f10892,Property:clipboardData
f10893,Literal:host
f10894,Identifier:attestationObject
f10895,VariableDeclarator:unsubscribe
f10896,BinaryExpression:auto
f10897,Property:submit
f10898,VariableDeclarator:msWriteProfilerMark
f10899,BinaryExpression:relatedTarget
f10900,CallExpression:HTMLLabelElement
f10901,VariableDeclarator:recognition
f10902,CallExpression:canplay
f10903,MemberExpression:dtx
f10904,ReturnStatement:connection
f10905,Property:domInteractive
f10906,ConditionalExpression:MIN
f10907,AssignmentExpression:onreadystatechange
f10908,ArrayExpression:up
